is_maximum_Cook_deletion,original_Cook_D,retained_n,beta_interaction_AQ_points_per_brain_SD,beta_interaction_divided_by_AQ_SD,delta_R2_interaction,partial_F,paired_delta_exceedances,paired_delta_p,paired_delta_tail_Wilson95_lo,paired_delta_tail_Wilson95_hi,partial_F_exceedances,partial_F_p,partial_F_tail_Wilson95_lo,partial_F_tail_Wilson95_hi,interaction_sign_retained
1,0.573934215194268,38,-1.88415579441707,-0.96070738498013,0.222383731465716,14.6945560096546,5,0.0005999400059994,0.000213588426163826,0.00117002594614209,5,0.0005999400059994,0.000213588426163826,0.00117002594614209,1
