n,male_n,female_n,original_brain_orientation_vs_raw,R2_reduced,R2_full,delta_R2_interaction,partial_F,beta_interaction_AQ_points_per_brain_SD,beta_interaction_divided_by_AQ_SD,conventional_SE,conventional_t,conventional_p,conventional_CI_lo,conventional_CI_hi,HC3_SE,HC3_t,HC3_p_approx,HC3_CI_lo,HC3_CI_hi,full_residual_df,max_Cook_D,count_Cook_D_over_4_over_n,max_leverage
39,19,20,1,0.352337705729395,0.495977231834114,0.143639526104719,9.68953030699812,-1.6166067744521,-0.788848681944728,0.51934150442469,-3.11280103877491,0.00374476962637545,-2.67203569527998,-0.561177853624216,0.603806930668143,-2.67735710264743,0.0113415046627559,-2.84369009399042,-0.389523454913777,34,0.573934215194268,1,0.420336392815159
