quantity,band,network,aqvar,r,ci_lo,ci_hi,p,n,q4,level,cond_conn
auc_degree,theta,Vis,total,-0.0756171363690876,-0.390083896715464,0.254646687909246,0.656455711960393,39,0.791290398713184,network,open_dwpli
auc_degree,theta,Vis,social,-0.0992692346845821,-0.410102533929106,0.232224956174234,0.558848262729807,39,0.791290398713184,network,open_dwpli
auc_degree,theta,Vis,switching,0.0827311377430569,-0.247939886722754,0.396136460867317,0.626401800749012,39,0.791290398713184,network,open_dwpli
auc_degree,theta,Vis,detail,0.0966269230506513,-0.234747419954837,0.407880899567812,0.569410929661057,39,0.791290398713184,network,open_dwpli
auc_degree,theta,Vis,communication,-0.0948360277782561,-0.406373030727516,0.236454551496051,0.576621453432217,39,0.791290398713184,network,open_dwpli
auc_degree,theta,Vis,imagination,-0.260280389052776,-0.538859032298327,0.0696152921764492,0.119746877119466,39,0.575803082920024,network,open_dwpli
auc_degree,theta,SomMot,total,0.210713634854777,-0.12161426811775,0.500561617821749,0.210627763873847,39,0.589871677272788,network,open_dwpli
auc_degree,theta,SomMot,social,0.274904394608765,-0.053923393327022,0.549942377292179,0.0996228105997917,39,0.575803082920024,network,open_dwpli
auc_degree,theta,SomMot,switching,0.180718821722265,-0.152219251600274,0.476821923649164,0.284446520637295,39,0.589871677272788,network,open_dwpli
auc_degree,theta,SomMot,detail,-0.288927477862763,-0.560480084058734,0.0387221988640191,0.0828539157032822,39,0.575803082920024,network,open_dwpli
auc_degree,theta,SomMot,communication,0.192139079887315,-0.140641464988831,0.485911812880278,0.254587755219475,39,0.589871677272788,network,open_dwpli
auc_degree,theta,SomMot,imagination,0.238450323154079,-0.0927396072700998,0.522132897126927,0.155244180220209,39,0.575803082920024,network,open_dwpli
auc_degree,theta,DorsAttn,total,0.0319563482699927,-0.295124075859482,0.352332591420108,0.851065606580621,39,0.871823304302099,network,open_dwpli
auc_degree,theta,DorsAttn,social,-0.0375652448607729,-0.357241401371239,0.289989039704428,0.825298366977155,39,0.871823304302099,network,open_dwpli
auc_degree,theta,DorsAttn,switching,0.280938820302198,-0.0474006300486521,0.554487731201048,0.0921151054044654,39,0.575803082920024,network,open_dwpli
auc_degree,theta,DorsAttn,detail,-0.212381052949322,-0.501868645048897,0.119894185986421,0.206956362474418,39,0.589871677272788,network,open_dwpli
auc_degree,theta,DorsAttn,communication,-0.0707323807892674,-0.385912170259712,0.259233519363893,0.677407943933983,39,0.791290398713184,network,open_dwpli
auc_degree,theta,DorsAttn,imagination,0.158296877938248,-0.17468773819435,0.45878915304623,0.349400840766551,39,0.638036317921529,network,open_dwpli
auc_degree,theta,SalVentAttn,total,-0.111562691463681,-0.420390495861493,0.220430169676315,0.510940001470541,39,0.791290398713184,network,open_dwpli
auc_degree,theta,SalVentAttn,social,0.002190253427641,-0.322062833661758,0.325983424798486,0.989735086077245,39,0.989735086077245,network,open_dwpli
