quantity,band,aqvar,node,roi,r,ci_lo,ci_hi,p,n,q4,level
auc_degree,theta,total,12,7Networks_LH_SomMot_3,-0.0918655973511305,-0.403868289118619,0.23928154657094,0.588670932279753,39,0.98863032884625,node
auc_degree,theta,social,12,7Networks_LH_SomMot_3,-0.0664959262206915,-0.382283644520287,0.263199573995435,0.695775439372202,39,0.98863032884625,node
auc_degree,theta,switching,12,7Networks_LH_SomMot_3,-0.112619895967299,-0.421271540581839,0.219411295411762,0.506918155275796,39,0.98863032884625,node
auc_degree,theta,detail,12,7Networks_LH_SomMot_3,-0.0903394177722033,-0.402579554409747,0.24073185029481,0.594904756855505,39,0.98863032884625,node
auc_degree,theta,communication,12,7Networks_LH_SomMot_3,0.0432444809850911,-0.284770318682161,0.36219384271083,0.799390252351219,39,0.98863032884625,node
auc_degree,theta,imagination,12,7Networks_LH_SomMot_3,-0.00261634214317326,-0.326364184409553,0.321680886169548,0.987738302771559,39,0.98863032884625,node
auc_degree,theta,total,13,7Networks_LH_SomMot_4,0.0939013386969673,-0.237344711751323,0.405585381935725,0.580400986546956,39,0.98863032884625,node
auc_degree,theta,social,13,7Networks_LH_SomMot_4,0.327138072579604,0.00348272345932957,0.588754201885574,0.048113703867052,39,0.98863032884625,node
auc_degree,theta,switching,13,7Networks_LH_SomMot_4,0.0510665556906226,-0.277550542572315,0.368985540213167,0.764054998154658,39,0.98863032884625,node
auc_degree,theta,detail,13,7Networks_LH_SomMot_4,-0.153863439017607,-0.455194021607893,0.17908969242987,0.363232723901279,39,0.98863032884625,node
auc_degree,theta,communication,13,7Networks_LH_SomMot_4,0.0778672135269436,-0.252528833251891,0.392001196271274,0.646889494825201,39,0.98863032884625,node
auc_degree,theta,imagination,13,7Networks_LH_SomMot_4,-0.145826109023091,-0.448651301372653,0.187036098051405,0.389129200097569,39,0.98863032884625,node
auc_degree,theta,total,14,7Networks_LH_SomMot_5,-0.045896569459638,-0.364500380967825,0.282326603223475,0.787361873536743,39,0.98863032884625,node
auc_degree,theta,social,14,7Networks_LH_SomMot_5,-0.0264972196950187,-0.347537867275379,0.300103917630783,0.876291970571417,39,0.98863032884625,node
auc_degree,theta,switching,14,7Networks_LH_SomMot_5,-0.0958425145518044,-0.40722066497306,0.235495391776105,0.572564055683979,39,0.98863032884625,node
auc_degree,theta,detail,14,7Networks_LH_SomMot_5,0.120080560366179,-0.212200478244023,0.427472532388856,0.478995222809222,39,0.98863032884625,node
auc_degree,theta,communication,14,7Networks_LH_SomMot_5,-0.0422024135710878,-0.361286479841084,0.285729346195751,0.80412913398273,39,0.98863032884625,node
auc_degree,theta,imagination,14,7Networks_LH_SomMot_5,-0.103703132583444,-0.413822249724684,0.227982124790331,0.541331131667547,39,0.98863032884625,node
auc_degree,theta,total,15,7Networks_LH_SomMot_6,0.08988625261553,-0.241162201323943,0.402196654761394,0.596761287772731,39,0.98863032884625,node
auc_degree,theta,social,15,7Networks_LH_SomMot_6,0.0597166703271702,-0.269523030593685,0.376456876155159,0.725521945587929,39,0.98863032884625,node
auc_degree,theta,switching,15,7Networks_LH_SomMot_6,-0.0418491037516206,-0.360978703958071,0.28605435255144,0.805737410662608,39,0.98863032884625,node
auc_degree,theta,detail,15,7Networks_LH_SomMot_6,0.0504216961322094,-0.278147155236759,0.368426907169225,0.766951419048266,39,0.98863032884625,node
auc_degree,theta,communication,15,7Networks_LH_SomMot_6,0.159248313991117,-0.173741320910394,0.45955940438329,0.346474709828864,39,0.98863032884625,node
auc_degree,theta,imagination,15,7Networks_LH_SomMot_6,0.0298769796972115,-0.297022982823849,0.350508273700691,0.860658479228333,39,0.98863032884625,node
auc_degree,theta,total,16,7Networks_LH_DorsAttn_Post_1,-0.23973952551507,-0.523126780887849,0.0913838262361,0.152956618107414,39,0.712040772805657,node
auc_degree,theta,social,16,7Networks_LH_DorsAttn_Post_1,-0.238221792161648,-0.521956635474695,0.092979812280692,0.155652263814484,39,0.712040772805657,node
