metric,band,aqvar,r,ci_lo,ci_hi,p,n,q4,level,cond_conn
aec_beta_auc_geff,beta,total,-0.139295058405406,-0.443310742077427,0.193461342538963,0.41094194996517,39,0.705318780521994,global,open_aec
aec_beta_auc_geff,beta,social,-0.120761179951248,-0.42803679876982,0.211540845659827,0.476488522354915,39,0.705318780521994,global,open_aec
aec_beta_auc_geff,beta,switching,-0.0365703633580527,-0.356371984672986,0.290901247989298,0.829856535444881,39,0.829856535444881,global,open_aec
aec_beta_auc_geff,beta,detail,-0.153578576099943,-0.45496268626119,0.179372077289781,0.364132522396004,39,0.705318780521994,global,open_aec
aec_beta_auc_geff,beta,communication,0.0920878210794551,-0.239070247646828,0.404055835781489,0.587765650434995,39,0.705318780521994,global,open_aec
aec_beta_auc_geff,beta,imagination,-0.180963282839639,-0.477017166661293,0.151972371805153,0.283784584687533,39,0.705318780521994,global,open_aec
aec_gamma_auc_geff,gamma,total,-0.18846064281944,-0.482990903804197,0.144380604781468,0.263968060197597,39,0.63440856388911,global,open_aec
aec_gamma_auc_geff,gamma,social,-0.0641226706552493,-0.380246684955974,0.265416492552776,0.70614079103552,39,0.847368949242624,global,open_aec
aec_gamma_auc_geff,gamma,switching,-0.0182038689589308,-0.340221592370761,0.307635237907755,0.914838155734705,39,0.914838155734705,global,open_aec
aec_gamma_auc_geff,gamma,detail,-0.169049928579471,-0.467468257222525,0.163955469459378,0.317204281944555,39,0.63440856388911,global,open_aec
aec_gamma_auc_geff,gamma,communication,-0.129548872610119,-0.435300767795778,0.202996848856237,0.444749707508881,39,0.667124561263321,global,open_aec
aec_gamma_auc_geff,gamma,imagination,-0.182450596378609,-0.478204405460614,0.150469447107866,0.279778844245615,39,0.63440856388911,global,open_aec
aec_theta_auc_cpl,theta,total,-0.0410077620891987,-0.36024551291466,0.286827991151229,0.809570376586138,39,0.812413248002234,global,open_aec
aec_theta_auc_cpl,theta,social,0.104003794735168,-0.227693962072427,0.414074108923128,0.540152864872802,39,0.812413248002234,global,open_aec
aec_theta_auc_cpl,theta,switching,-0.0877422028077365,-0.400383568095681,0.24319654752553,0.605579022279679,39,0.812413248002234,global,open_aec
aec_theta_auc_cpl,theta,detail,-0.135849333224013,-0.440484385131285,0.196839782131988,0.422724206714358,39,0.812413248002234,global,open_aec
aec_theta_auc_cpl,theta,communication,-0.0403843678961363,-0.359701998684865,0.287400944924112,0.812413248002234,39,0.812413248002234,global,open_aec
aec_theta_auc_cpl,theta,imagination,0.0432318459416668,-0.284781950802522,0.362182844575969,0.799447669252549,39,0.812413248002234,global,open_aec
aec_alpha_auc_cpl,alpha,total,-0.0107013596997566,-0.333569227863528,0.314413390099989,0.949876904897634,39,0.966027857842551,global,open_aec
aec_alpha_auc_cpl,alpha,social,-0.214726962920499,-0.503705281160237,0.117470800021521,0.201866598948548,39,0.605599796845645,global,open_aec
aec_alpha_auc_cpl,alpha,switching,0.269206721806435,-0.0600565020207427,0.545635672303926,0.10713163639949,39,0.605599796845645,global,open_aec
aec_alpha_auc_cpl,alpha,detail,0.0261180746012663,-0.300449115640926,0.347204241451306,0.878048747444125,39,0.966027857842551,global,open_aec
aec_alpha_auc_cpl,alpha,communication,-0.0867259847275249,-0.399523361120557,0.244159753328835,0.609777768660515,39,0.966027857842551,global,open_aec
aec_alpha_auc_cpl,alpha,imagination,-0.00725063581911463,-0.330498688001206,0.317519860639495,0.966027857842551,39,0.966027857842551,global,open_aec
aec_beta_auc_cpl,beta,total,-0.00322961538757651,-0.32691203070216,0.321130960442157,0.984864446982828,39,0.984864446982828,global,open_aec
aec_beta_auc_cpl,beta,social,-0.0148208776876201,-0.337225928684068,0.310695705374756,0.930621986010385,39,0.984864446982828,global,open_aec
aec_beta_auc_cpl,beta,switching,-0.0130995985174853,-0.335699213059864,0.312250296765452,0.938663267745776,39,0.984864446982828,global,open_aec
aec_beta_auc_cpl,beta,detail,0.036670320030792,-0.290809624468034,0.356459360812196,0.829398321853369,39,0.984864446982828,global,open_aec
aec_beta_auc_cpl,beta,communication,-0.0453877842358937,-0.364058190064893,0.282795743934834,0.789665771280042,39,0.984864446982828,global,open_aec
aec_beta_auc_cpl,beta,imagination,0.0389179305923139,-0.288747804714358,0.358422611511824,0.819109928074212,39,0.984864446982828,global,open_aec
aec_gamma_auc_cpl,gamma,total,0.193625443699394,-0.139127874965965,0.487090220108215,0.250861122480327,39,0.726612059804054,global,open_aec
aec_gamma_auc_cpl,gamma,social,0.111574184605726,-0.22041909712603,0.420400077057388,0.510896193388699,39,0.726612059804054,global,open_aec
aec_gamma_auc_cpl,gamma,switching,0.0209548082845026,-0.305141584369024,0.342652760445273,0.902026614336507,39,0.902026614336507,global,open_aec
aec_gamma_auc_cpl,gamma,detail,0.0877589212193403,-0.243180695791682,0.400397715269669,0.605510049836712,39,0.726612059804054,global,open_aec
aec_gamma_auc_cpl,gamma,communication,0.227502050698895,-0.104203996888227,0.513661383816302,0.175679211139117,39,0.726612059804054,global,open_aec
aec_gamma_auc_cpl,gamma,imagination,0.106680841146052,-0.225125644360837,0.416314530458399,0.529716207910168,39,0.726612059804054,global,open_aec
aec_theta_auc_sw,theta,total,-0.0103164082427408,-0.333227027630674,0.314760283191543,0.951677793561466,39,0.951677793561466,global,open_aec
aec_theta_auc_sw,theta,social,-0.1556170047075,-0.456617185606307,0.177350172100194,0.35772308432853,39,0.554857540253633,global,open_aec
aec_theta_auc_sw,theta,switching,0.184780678428575,-0.148111810142219,0.480062208302071,0.273577547373331,39,0.554857540253633,global,open_aec
aec_theta_auc_sw,theta,detail,0.15176100264843,-0.181172548531136,0.45348568811989,0.369905026835755,39,0.554857540253633,global,open_aec
aec_theta_auc_sw,theta,communication,-0.17789117306777,-0.474561448624906,0.155071860299673,0.292175618451117,39,0.554857540253633,global,open_aec
aec_theta_auc_sw,theta,imagination,-0.0378271287386154,-0.357470166927185,0.289748819002666,0.824099444283946,39,0.951677793561466,global,open_aec
aec_alpha_auc_sw,alpha,total,-0.226688412582133,-0.513029574741223,0.105052486575824,0.177270958664194,39,0.354541917328388,global,open_aec
aec_alpha_auc_sw,alpha,social,-0.188467417514351,-0.482996289367365,0.1443737270142,0.263950577433159,39,0.395925866149739,global,open_aec
aec_alpha_auc_sw,alpha,switching,0.0196427974608873,-0.306331445445943,0.34149379594048,0.908134003096397,39,0.908134003096397,global,open_aec
aec_alpha_auc_sw,alpha,detail,0.0617738264075185,-0.267607182141826,0.378227653453737,0.7164511249108,39,0.85974134989296,global,open_aec
aec_alpha_auc_sw,alpha,communication,-0.273474343775207,-0.548862816562226,0.0554650691818885,0.101468554204794,39,0.304405662614382,global,open_aec
aec_alpha_auc_sw,alpha,imagination,-0.316375016932076,-0.580854270678655,0.00852324964532488,0.0564288299730804,39,0.304405662614382,global,open_aec
aec_beta_auc_sw,beta,total,-0.0296452908575028,-0.350304852544534,0.297234404168611,0.861728587426249,39,0.922135647545642,global,open_aec
aec_beta_auc_sw,beta,social,-0.0166390003544684,-0.33883670165857,0.309051755355475,0.922135647545642,39,0.922135647545642,global,open_aec
aec_beta_auc_sw,beta,switching,-0.0275356837924001,-0.34845123978381,0.299157995105057,0.871483233081947,39,0.922135647545642,global,open_aec
aec_beta_auc_sw,beta,detail,0.166829404150375,-0.166178179863898,0.465680707493955,0.323695390925466,39,0.922135647545642,global,open_aec
aec_beta_auc_sw,beta,communication,-0.192988478886382,-0.486585357499314,0.139776697699844,0.252453646057676,39,0.922135647545642,global,open_aec
aec_beta_auc_sw,beta,imagination,-0.029994920448579,-0.350611813224712,0.296915346889014,0.860113836586417,39,0.922135647545642,global,open_aec
aec_gamma_auc_sw,gamma,total,0.00367641101953301,-0.320730178388819,0.327311023084962,0.982770837097959,39,0.982770837097959,global,open_aec
aec_gamma_auc_sw,gamma,social,-0.165371286085165,-0.46450557637235,0.167635895114677,0.32800249416699,39,0.977401904319828,global,open_aec
aec_gamma_auc_sw,gamma,switching,0.00549763250201316,-0.319095314038504,0.328936196618157,0.974238216992758,39,0.982770837097959,global,open_aec
aec_gamma_auc_sw,gamma,detail,0.234271261141096,-0.0971260631125692,0.518905830413214,0.162830169698983,39,0.976981018193899,global,open_aec
aec_gamma_auc_sw,gamma,communication,-0.0964402389160686,-0.407723797527582,0.234925467985608,0.570160633946097,39,0.977401904319828,global,open_aec
aec_gamma_auc_sw,gamma,imagination,0.076757341450781,-0.253573881110437,0.39105581085332,0.651601269546552,39,0.977401904319828,global,open_aec
