metric,band,aqvar,r,ci_lo,ci_hi,p,n,q4,level,cond_conn
dwpli_theta_auc_gcc,theta,total,-0.337752135240386,-0.596496134447728,-0.0154145867662226,0.0409072967536931,39,0.0818145935073862,global,open_dwpli
dwpli_theta_auc_gcc,theta,social,-0.358859642919407,-0.611750257182444,-0.0394187025494415,0.0291709544926186,39,0.0818145935073862,global,open_dwpli
dwpli_theta_auc_gcc,theta,switching,-0.12971288099215,-0.435435960915782,0.202836905853374,0.444168543191706,39,0.533002251830047,global,open_dwpli
dwpli_theta_auc_gcc,theta,detail,0.0756131302658703,-0.254650455776454,0.390080480665621,0.656472792637975,39,0.656472792637975,global,open_dwpli
dwpli_theta_auc_gcc,theta,communication,-0.191239804903211,-0.485198337823125,0.141556457646177,0.256860220029614,39,0.385290330044421,global,open_dwpli
dwpli_theta_auc_gcc,theta,imagination,-0.361813325112313,-0.61386994928787,-0.0428073883025756,0.0277757956179147,39,0.0818145935073862,global,open_dwpli
dwpli_alpha_auc_gcc,alpha,total,0.278914364664806,-0.049592041119807,0.552964653024482,0.0945837313314235,39,0.191002698636374,global,open_dwpli
dwpli_alpha_auc_gcc,alpha,social,0.128262848397818,-0.20425038076803,0.434240211913225,0.449321090321307,39,0.449321090321307,global,open_dwpli
dwpli_alpha_auc_gcc,alpha,switching,0.31698352655108,-0.00784695840524263,0.581302240864856,0.0559300991055337,39,0.191002698636374,global,open_dwpli
dwpli_alpha_auc_gcc,alpha,detail,-0.156597488303929,-0.457412258460415,0.176376634074669,0.354664493460882,39,0.425597392153058,global,open_dwpli
dwpli_alpha_auc_gcc,alpha,communication,0.269724725151753,-0.0594999365142266,0.546027820278145,0.106431760190099,39,0.191002698636374,global,open_dwpli
dwpli_alpha_auc_gcc,alpha,imagination,0.255246332774728,-0.0749794427527412,0.535021340475351,0.12733513242425,39,0.191002698636374,global,open_dwpli
dwpli_beta_auc_gcc,beta,total,-0.201523636961242,-0.49333412950279,0.131058842384781,0.231670904775441,39,0.550746962083892,global,open_dwpli
dwpli_beta_auc_gcc,beta,social,-0.184102359705638,-0.479521649674256,0.14879854111823,0.275373481041946,39,0.550746962083892,global,open_dwpli
dwpli_beta_auc_gcc,beta,switching,-0.113775224014519,-0.422233693007899,0.218297026396253,0.502541293812366,39,0.655464888416902,global,open_dwpli
dwpli_beta_auc_gcc,beta,detail,0.0249672104623373,-0.301496412459849,0.346191049333811,0.883384786029763,39,0.883384786029763,global,open_dwpli
dwpli_beta_auc_gcc,beta,communication,-0.102458755866788,-0.412779352970096,0.229174151431061,0.546220740347418,39,0.655464888416902,global,open_dwpli
dwpli_beta_auc_gcc,beta,imagination,-0.198618683436813,-0.491041112102588,0.134031762527471,0.238609570450161,39,0.550746962083892,global,open_dwpli
dwpli_gamma_auc_gcc,gamma,total,0.0874092935481859,-0.243512162060874,0.400101828167968,0.606953152055336,39,0.791092129441718,global,open_dwpli
dwpli_gamma_auc_gcc,gamma,social,0.317128586581198,-0.00768569632780877,0.581409006934096,0.0558117284801733,39,0.33487037088104,global,open_dwpli
dwpli_gamma_auc_gcc,gamma,switching,-0.0530758006642379,-0.370724650158099,0.275689998004912,0.755050756832066,39,0.791092129441718,global,open_dwpli
dwpli_gamma_auc_gcc,gamma,detail,0.0634037610535968,-0.266087357382508,0.379629040779484,0.709291094949344,39,0.791092129441718,global,open_dwpli
dwpli_gamma_auc_gcc,gamma,communication,-0.0450729868713932,-0.363784524209791,0.28308593369928,0.791092129441718,39,0.791092129441718,global,open_dwpli
dwpli_gamma_auc_gcc,gamma,imagination,-0.14604674407443,-0.448831341814478,0.186818538938601,0.388404290504517,39,0.791092129441718,global,open_dwpli
dwpli_theta_auc_geff,theta,total,-0.200864263765443,-0.492814010577535,0.131734167985534,0.233233702316808,39,0.466467404633616,global,open_dwpli
dwpli_theta_auc_geff,theta,social,-0.00279805302076426,-0.326526532171524,0.32151796776209,0.986886771130933,39,0.986886771130933,global,open_dwpli
dwpli_theta_auc_geff,theta,switching,-0.240737841033113,-0.52389588230338,0.090333110388688,0.151202126777169,39,0.453606380331506,global,open_dwpli
dwpli_theta_auc_geff,theta,detail,-0.247525914337425,-0.529113193783847,0.0831691427635548,0.139659556202165,39,0.453606380331506,global,open_dwpli
dwpli_theta_auc_geff,theta,communication,-0.0808213719643242,-0.394514309730927,0.249743456668411,0.634414321656743,39,0.946249778755278,global,open_dwpli
dwpli_theta_auc_geff,theta,imagination,0.0456360197207357,-0.282566870557453,0.364273952237391,0.788541482296065,39,0.946249778755278,global,open_dwpli
dwpli_alpha_auc_geff,alpha,total,-0.222270281899746,-0.509593367468022,0.109651447825441,0.18609380287943,39,0.40820088299049,global,open_dwpli
dwpli_alpha_auc_geff,alpha,social,-0.22635179663096,-0.512768093796701,0.105403380025978,0.177932486635071,39,0.40820088299049,global,open_dwpli
dwpli_alpha_auc_geff,alpha,switching,-0.0700228288780852,-0.385305117754668,0.259898559492719,0.680471850944424,39,0.859849638100758,global,open_dwpli
dwpli_alpha_auc_geff,alpha,detail,-0.213692359906736,-0.502895602109716,0.118540059720992,0.204100441495245,39,0.40820088299049,global,open_dwpli
dwpli_alpha_auc_geff,alpha,communication,-0.0617533187681403,-0.378210012124555,0.267626293956937,0.716541365083965,39,0.859849638100758,global,open_dwpli
dwpli_alpha_auc_geff,alpha,imagination,0.0105986739670803,-0.314505932262837,0.333477954332449,0.950357268046992,39,0.950357268046992,global,open_dwpli
dwpli_beta_auc_geff,beta,total,-0.212105503414044,-0.501652743132185,0.120178576187095,0.207559996197686,39,0.622679988593059,global,open_dwpli
dwpli_beta_auc_geff,beta,social,-0.26208014937878,-0.540228271746689,0.06769287689017,0.117117832342772,39,0.622679988593059,global,open_dwpli
dwpli_beta_auc_geff,beta,switching,0.037117182508473,-0.290399942399497,0.356849912849178,0.827350530374246,39,0.827350530374246,global,open_dwpli
dwpli_beta_auc_geff,beta,detail,-0.126589241464231,-0.432858753647339,0.205880071511846,0.455308171401704,39,0.653014549396071,global,open_dwpli
dwpli_beta_auc_geff,beta,communication,-0.102977772899476,-0.413214433668301,0.228677089977996,0.544178791163393,39,0.653014549396071,global,open_dwpli
dwpli_beta_auc_geff,beta,imagination,-0.119234243782418,-0.426770560991876,0.21302027641178,0.482121758647385,39,0.653014549396071,global,open_dwpli
dwpli_gamma_auc_geff,gamma,total,0.0496699005044088,-0.278842383342827,0.367775346801908,0.770332082135047,39,0.957645283778331,global,open_dwpli
dwpli_gamma_auc_geff,gamma,social,-0.00544472821265166,-0.328889014287747,0.319142832137054,0.97448604408457,39,0.97448604408457,global,open_dwpli
dwpli_gamma_auc_geff,gamma,switching,0.217894301043096,-0.114192568309436,0.506180883753806,0.195134047757764,39,0.957645283778331,global,open_dwpli
dwpli_gamma_auc_geff,gamma,detail,-0.0980991975465095,-0.409119230964393,0.233342474051924,0.563514256952584,39,0.957645283778331,global,open_dwpli
dwpli_gamma_auc_geff,gamma,communication,-0.0435421789830953,-0.362452947327185,0.284496222897891,0.798037736481942,39,0.957645283778331,global,open_dwpli
dwpli_gamma_auc_geff,gamma,imagination,0.070190787278115,-0.259741165768575,0.385448838123564,0.679746133877323,39,0.957645283778331,global,open_dwpli
dwpli_theta_auc_cpl,theta,total,0.278904330863771,-0.0496028945299895,0.552957099634544,0.0945960915667342,39,0.400259402216509,global,open_dwpli
dwpli_theta_auc_cpl,theta,social,0.23005584342469,-0.101537674448698,0.51564245005645,0.170749408787474,39,0.400259402216509,global,open_dwpli
dwpli_theta_auc_cpl,theta,switching,0.215536935225522,-0.116633157720428,0.504338810361494,0.200129701108255,39,0.400259402216509,global,open_dwpli
dwpli_theta_auc_cpl,theta,detail,-0.00485213129585728,-0.328360400393279,0.319674985201676,0.977262185830137,39,0.977262185830137,global,open_dwpli
dwpli_theta_auc_cpl,theta,communication,0.168555494138064,-0.164450683441059,0.467070442445229,0.318642514185477,39,0.437380792679824,global,open_dwpli
dwpli_theta_auc_cpl,theta,imagination,0.153467419750173,-0.179482251797309,0.454872405868493,0.364483993899853,39,0.437380792679824,global,open_dwpli
dwpli_alpha_auc_cpl,alpha,total,0.042876814893565,-0.285108761310621,0.361873772575432,0.801061444918707,39,0.923710436547421,global,open_dwpli
dwpli_alpha_auc_cpl,alpha,social,0.169851484069556,-0.163152293447865,0.468112920443904,0.314881347419095,39,0.896942528720652,global,open_dwpli
dwpli_alpha_auc_cpl,alpha,switching,-0.0163014845009793,-0.338537820855598,0.30935708503032,0.923710436547421,39,0.923710436547421,global,open_dwpli
dwpli_alpha_auc_cpl,alpha,detail,-0.089593571294363,-0.401949297053307,0.241440078728615,0.597961685813768,39,0.896942528720652,global,open_dwpli
dwpli_alpha_auc_cpl,alpha,communication,0.0982811957273732,-0.233168702674461,0.409272230275599,0.562787287894681,39,0.896942528720652,global,open_dwpli
dwpli_alpha_auc_cpl,alpha,imagination,-0.0958471063955006,-0.407224530863141,0.235491014370665,0.572545574573211,39,0.896942528720652,global,open_dwpli
dwpli_beta_auc_cpl,beta,total,-0.0192237097450431,-0.341123388521419,0.306711301079244,0.910085961335125,39,0.933125247308472,global,open_dwpli
dwpli_beta_auc_cpl,beta,social,-0.146065830850176,-0.448846915662131,0.186799716722705,0.388341616757107,39,0.582512425135661,global,open_dwpli
dwpli_beta_auc_cpl,beta,switching,-0.273065253256263,-0.548553820658514,0.0559058036202549,0.102001321003333,39,0.306003963009999,global,open_dwpli
dwpli_beta_auc_cpl,beta,detail,0.280363601921561,-0.0480236078934943,0.554055157920495,0.092811438124048,39,0.306003963009999,global,open_dwpli
dwpli_beta_auc_cpl,beta,communication,0.0142848937852731,-0.311179971657229,0.336750711077324,0.933125247308472,39,0.933125247308472,global,open_dwpli
dwpli_beta_auc_cpl,beta,imagination,0.162358484175586,-0.170643259017863,0.462074147794054,0.337013974454846,39,0.582512425135661,global,open_dwpli
dwpli_gamma_auc_cpl,gamma,total,0.0731625832159618,-0.256953395429662,0.387989247830543,0.666952995392086,39,0.724392809598383,global,open_dwpli
dwpli_gamma_auc_cpl,gamma,social,-0.0599722836459624,-0.376677031277261,0.269285117266881,0.724392809598383,39,0.724392809598383,global,open_dwpli
dwpli_gamma_auc_cpl,gamma,switching,0.115291029411531,-0.216833776554974,0.423494996242441,0.496827922162302,39,0.724392809598383,global,open_dwpli
dwpli_gamma_auc_cpl,gamma,detail,0.121383578448143,-0.210937373801552,0.428552587452526,0.474202279099268,39,0.724392809598383,global,open_dwpli
dwpli_gamma_auc_cpl,gamma,communication,-0.145812403351726,-0.448640116594766,0.187049611570869,0.389174256857152,39,0.724392809598383,global,open_dwpli
dwpli_gamma_auc_cpl,gamma,imagination,0.226920792732065,-0.104810201862541,0.513210055034536,0.17681530140921,39,0.724392809598383,global,open_dwpli
dwpli_theta_auc_sw,theta,total,-0.362383264109579,-0.614278544636695,-0.0434621109499361,0.0275130242139974,39,0.0550260484279948,global,open_dwpli
dwpli_theta_auc_sw,theta,social,-0.376582712579632,-0.624414862195809,-0.0598627688877137,0.0215991869714146,39,0.0550260484279948,global,open_dwpli
dwpli_theta_auc_sw,theta,switching,-0.151307002482529,-0.453116499246431,0.181621928758022,0.3713553451311,39,0.44562641415732,global,open_dwpli
dwpli_theta_auc_sw,theta,detail,0.0674487500249444,-0.262308536301611,0.383100588383042,0.691629038854764,39,0.691629038854764,global,open_dwpli
