quantity,band,aqvar,node,roi,r,ci_lo,ci_hi,p,n,q4,level
auc_degree,theta,total,1,7Networks_LH_Vis_1,0.121244810188455,-0.20200545778529,0.420674181918283,0.462182594170017,41,0.887625365344492,node
auc_degree,theta,social,1,7Networks_LH_Vis_1,0.230460399939698,-0.0917324186614327,0.508972687569468,0.1581028423228,41,0.887625365344492,node
auc_degree,theta,switching,1,7Networks_LH_Vis_1,0.134282419166954,-0.189258764077659,0.43152168199288,0.41506640423016,41,0.887625365344492,node
auc_degree,theta,detail,1,7Networks_LH_Vis_1,0.00693740993946162,-0.309261992503518,0.321755572592453,0.966566464642133,41,0.988252795831517,node
auc_degree,theta,communication,1,7Networks_LH_Vis_1,-0.154116736855167,-0.447860929167002,0.169655612231256,0.348883191718872,41,0.887625365344492,node
auc_degree,theta,imagination,1,7Networks_LH_Vis_1,0.0655762561136404,-0.255227047125731,0.373373326437286,0.691642579717524,41,0.924383066137082,node
auc_degree,theta,total,2,7Networks_LH_Vis_2,0.0626688073897462,-0.257954286230426,0.370858131466956,0.704683262001602,41,0.924383066137082,node
auc_degree,theta,social,2,7Networks_LH_Vis_2,0.0695813093953231,-0.251461857517424,0.376830650035323,0.67382216041707,41,0.924383066137082,node
auc_degree,theta,switching,2,7Networks_LH_Vis_2,0.119479814010426,-0.203722695336575,0.419199067187371,0.468773425355841,41,0.887625365344492,node
auc_degree,theta,detail,2,7Networks_LH_Vis_2,-0.121469857885702,-0.420862154235578,0.201786356638145,0.46134580327157,41,0.887625365344492,node
auc_degree,theta,communication,2,7Networks_LH_Vis_2,0.214325905660718,-0.108536276768853,0.496287125554149,0.190127074249286,41,0.887625365344492,node
auc_degree,theta,imagination,2,7Networks_LH_Vis_2,-0.156728952488407,-0.449998315184551,0.167054605197135,0.340674575053129,41,0.887625365344492,node
auc_degree,theta,total,3,7Networks_LH_Vis_3,0.219058408013863,-0.103626487918418,0.500020522284376,0.180294036103217,41,0.887625365344492,node
auc_degree,theta,social,3,7Networks_LH_Vis_3,0.21382416951354,-0.109055886826394,0.495890701416759,0.191191335056904,41,0.887625365344492,node
auc_degree,theta,switching,3,7Networks_LH_Vis_3,0.222848882906278,-0.0996826412776548,0.503003255286454,0.172683759499065,41,0.887625365344492,node
auc_degree,theta,detail,3,7Networks_LH_Vis_3,-0.0957516130796364,-0.399213128417014,0.226617357818662,0.562016871496891,41,0.887625365344492,node
auc_degree,theta,communication,3,7Networks_LH_Vis_3,0.0428329417584617,-0.276425335119269,0.353576892881652,0.795706670397569,41,0.92600146868287,node
auc_degree,theta,imagination,3,7Networks_LH_Vis_3,0.229373544256352,-0.0928701578190881,0.508121943063881,0.160128252405299,41,0.887625365344492,node
auc_degree,theta,total,4,7Networks_LH_Vis_4,0.199734765255402,-0.123575519504739,0.48471038351449,0.222810052587656,41,0.887625365344492,node
auc_degree,theta,social,4,7Networks_LH_Vis_4,0.174616883034484,-0.149121504129204,0.464544979119223,0.2876922591173,41,0.887625365344492,node
