metric,band,aqvar,r,ci_lo,ci_hi,p,n,q4,level,cond_conn
dwpli_gamma_auc_cpl,gamma,detail,-0.30149814138032,-0.563422531039309,0.0154986971053077,0.0621445373107885,41,0.372867223864731,global,closed_dwpli
dwpli_gamma_auc_cpl,gamma,communication,0.0286308052967921,-0.289506958920293,0.341072131143513,0.862637809267231,41,0.862637809267231,global,closed_dwpli
dwpli_gamma_auc_cpl,gamma,imagination,-0.050413143506014,-0.360205990728459,0.269394429493335,0.760533195312923,41,0.862637809267231,global,closed_dwpli
dwpli_theta_auc_sw,theta,total,0.122102074498232,-0.201170672249318,0.421390079076544,0.458999391644522,41,0.724779720695,global,closed_dwpli
dwpli_theta_auc_sw,theta,social,-0.00415793914185054,-0.319261548719135,0.31177353998988,0.979957993901382,41,0.979957993901382,global,closed_dwpli
dwpli_theta_auc_sw,theta,switching,0.0940993941467732,-0.228198379647932,0.397810663979823,0.568814837128388,41,0.724779720695,global,closed_dwpli
dwpli_theta_auc_sw,theta,detail,-0.0856903985749415,-0.390650735128256,0.236218762179655,0.603983100579166,41,0.724779720695,global,closed_dwpli
dwpli_theta_auc_sw,theta,communication,0.156107044474315,-0.167674253724122,0.449489757657159,0.342618012428406,41,0.724779720695,global,closed_dwpli
dwpli_theta_auc_sw,theta,imagination,0.255779482558186,-0.0649877566400505,0.528638599081979,0.116033212498009,41,0.696199274988051,global,closed_dwpli
dwpli_alpha_auc_sw,alpha,total,-0.139437716347185,-0.435787387963191,0.184188235886574,0.397215998593751,41,0.74545878422474,global,closed_dwpli
dwpli_alpha_auc_sw,alpha,social,-0.0832458040480503,-0.388562313391841,0.238542182159741,0.614379677732659,41,0.74545878422474,global,closed_dwpli
dwpli_alpha_auc_sw,alpha,switching,-0.229693832709043,-0.508372707813306,0.0925349618083571,0.159529434588148,41,0.74545878422474,global,closed_dwpli
dwpli_alpha_auc_sw,alpha,detail,-0.0821391215357728,-0.387615839812718,0.239592798295692,0.619110979204951,41,0.74545878422474,global,closed_dwpli
dwpli_alpha_auc_sw,alpha,communication,-0.0127812694420739,-0.326985067610099,0.303967018118348,0.938444462172728,41,0.938444462172728,global,closed_dwpli
dwpli_alpha_auc_sw,alpha,imagination,0.0816479641527348,-0.240058831538571,0.387195578391732,0.621215653520617,41,0.74545878422474,global,closed_dwpli
dwpli_beta_auc_sw,beta,total,-0.108063107730434,-0.409619054534005,0.214782650128437,0.512584311837591,41,0.768876467756387,global,closed_dwpli
dwpli_beta_auc_sw,beta,social,-0.125252113997555,-0.424017461739919,0.198099193538513,0.4474044290676,41,0.768876467756387,global,closed_dwpli
dwpli_beta_auc_sw,beta,switching,-0.208735354399153,-0.491863350130438,0.114316034936576,0.202223560663243,41,0.768876467756387,global,closed_dwpli
dwpli_beta_auc_sw,beta,detail,-0.0300180575833007,-0.342298477819052,0.28823437337716,0.85605027678882,41,0.875597997829466,global,closed_dwpli
dwpli_beta_auc_sw,beta,communication,0.0259070844826917,-0.292002276267976,0.338661233363269,0.875597997829466,41,0.875597997829466,global,closed_dwpli
dwpli_beta_auc_sw,beta,imagination,0.11703443652372,-0.20609862202325,0.41715269801805,0.477986706015362,41,0.768876467756387,global,closed_dwpli
dwpli_gamma_auc_sw,gamma,total,0.0417464682603096,-0.277430285288087,0.352624177065396,0.800782661615721,41,0.979749367361883,global,closed_dwpli
dwpli_gamma_auc_sw,gamma,social,-0.166277863571639,-0.45778300891331,0.157508163933129,0.311688784950935,41,0.935066354852806,global,closed_dwpli
dwpli_gamma_auc_sw,gamma,switching,0.118458572886737,-0.204715395514284,0.418344830516874,0.472609581083241,41,0.945219162166482,global,closed_dwpli
dwpli_gamma_auc_sw,gamma,detail,0.189082467951238,-0.134461956964631,0.476195228841926,0.248977279638407,41,0.935066354852806,global,closed_dwpli
dwpli_gamma_auc_sw,gamma,communication,0.00420122992725063,-0.311734455977197,0.319300427105914,0.979749367361883,41,0.979749367361883,global,closed_dwpli
dwpli_gamma_auc_sw,gamma,imagination,-0.0130844931291032,-0.327255889292033,0.303691739662367,0.936986995539291,41,0.979749367361883,global,closed_dwpli
